,Unnamed: 0,Unnamed: 0.1,Event Date 1,Event Date 2,Event-Type 1,Event-Type-health 1,Event-Type-health 2,Event-Type-health 3,Event-Type-health 4,Event-Type-Social 1,Event-Type-Social 2,Event-Type-Social 3,Event-Type-Social 4,Event-Type-Social 5,Event-Type-Social 6,Event-Type-Social 7,Event-Type-Movements 1,Event-Type-Movements 2,Event-Type-Movements 3,Event-Type-Movements 4,Event-Type-Movements 5,Event-Type-Movements 6,Event-Type Security 1,Event-Type Security 2,Event-Type Security 3,Event-Type Security 4,Number of infected migrants,Number of migrant in quarantine,Number of deaths at sea,Number of deaths when crossing borders,Number of rescued people when crossing borders,Number of arrived people by sea,Number of arrived people through boarders,Number of migrants deaths by COVID -19,Number of migrants healed of COVID-19,Number of people deported on sea,Number of people deported through borders,City 1,Latitude-city1_degrees,Latitude-city1_minutes,Latitude-city1_seconds,Latitude-city1_direction,Longitude-city1_degrees,Longitude-city1_minutes,Longitude-city1_seconds,Longitude-city1_direction,City 2,Latitude-city 2_degrees,Latitude-city 2_minutes,Latitude-city 2_seconds,Latitude-city 2_direction,Longitude-city 2_degrees,Longitude-city 2_minutes,Longitude-city 2_seconds,Longitude-city 2_direction,City 3,Latitude-City 3_degrees,Latitude-City 3_minutes,Latitude-City 3_seconds,Latitude-City 3_direction,Longitude-City 3_degrees,Longitude-City 3_minutes,Longitude-City 3_seconds,Longitude-City 3_direction,City 4,Latitude-City 4_degrees,Latitude-City 4_minutes,Latitude-City 4_seconds,Latitude-City 4_direction,Longitude-City 4_degrees,Longitude-City 4_minutes,Longitude-City 4_seconds,Longitude-City 4_direction,Source-Country,Source-date,Source-Type,Language,City,City code,Country
793,301,301,,,Health,risk of infections,,,,Details on lockdown,jobs,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,12-05-2020,Video,French,Az Zawiyah,LY-ZA,Libya
794,301,301,,Health,Health,risk of infections,,,,Details on lockdown,jobs,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,12-05-2020,Video,French,Az Zawiyah,LY-ZA,Libya
795,301,301,,Social,Health,risk of infections,,,,Details on lockdown,jobs,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,12-05-2020,Video,French,Az Zawiyah,LY-ZA,Libya
796,302,302,15-04-2020,,Movements,,,,,,,,,,,,Rescued at sea,Dying in sea,,,,,,,,,,,5,,51,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,16-04-2020,Written press,French,tripoli,LY-TB,Libya
797,302,302,15-04-2020,Movements,Movements,,,,,,,,,,,,Rescued at sea,Dying in sea,,,,,,,,,,,5,,51,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,16-04-2020,Written press,French,tripoli,LY-TB,Libya
798,303,303,20-03-2020,,Movements,,,,,NGOs actions,,,,,,,Departure by sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,23-03-2020,Radio,French,,,
799,303,303,20-03-2020,Movements,Movements,,,,,NGOs actions,,,,,,,Departure by sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,23-03-2020,Radio,French,,,
800,303,303,20-03-2020,Social,Movements,,,,,NGOs actions,,,,,,,Departure by sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,23-03-2020,Radio,French,,,
801,304,304,01-05-2020,,Social,,,,,jobs,NGOs actions,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,24,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,01-05-2020,Video,French,Misratah,LY-MI,Libya
802,304,304,01-05-2020,Social,Social,,,,,jobs,NGOs actions,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,24,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,01-05-2020,Video,French,Misratah,LY-MI,Libya
803,305,305,01-04-2020,,Security,risk of infections,access to health care,,,Details on lockdown,jobs,accomodation,,,,,,,,,,,Armed clashes,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,LY-SB-Sabha,27.0,2,,N,14.0,26.0,,E,,,,,,,,,,,,,,,,,,,Qatar,04-04-2020,Written press,English,tripoli,LY-TB,Libya
804,305,305,01-04-2020,Security,Security,risk of infections,access to health care,,,Details on lockdown,jobs,accomodation,,,,,,,,,,,Armed clashes,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,LY-SB-Sabha,27.0,2,,N,14.0,26.0,,E,,,,,,,,,,,,,,,,,,,Qatar,04-04-2020,Written press,English,tripoli,LY-TB,Libya
805,305,305,01-04-2020,Health,Security,risk of infections,access to health care,,,Details on lockdown,jobs,accomodation,,,,,,,,,,,Armed clashes,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,LY-SB-Sabha,27.0,2,,N,14.0,26.0,,E,,,,,,,,,,,,,,,,,,,Qatar,04-04-2020,Written press,English,tripoli,LY-TB,Libya
806,305,305,01-04-2020,Social,Security,risk of infections,access to health care,,,Details on lockdown,jobs,accomodation,,,,,,,,,,,Armed clashes,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,LY-SB-Sabha,27.0,2,,N,14.0,26.0,,E,,,,,,,,,,,,,,,,,,,Qatar,04-04-2020,Written press,English,tripoli,LY-TB,Libya
807,306,306,30-03-2020,,Social,access to health care,,,,Details on lockdown,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,12-04-2020,Written press,French,tripoli,LY-TB,Libya
808,306,306,30-03-2020,Social,Social,access to health care,,,,Details on lockdown,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,12-04-2020,Written press,French,tripoli,LY-TB,Libya
809,306,306,30-03-2020,Health,Social,access to health care,,,,Details on lockdown,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,12-04-2020,Written press,French,tripoli,LY-TB,Libya
810,307,307,01-05-2020,,Movements,quarantine,,,,NGOs actions,government actions,,,,,,Departures,,,,,,,,,,,764.0,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,NE-1-Agadez => Assamaka,19.0,22,0,N,5.0,48.0,0,E,NE-8-Niamey,13.0,30.0,31,N,2.0,6.0,40,E,,,,,,,,,,Tunisia,12-05-2020,Written press,French,Agadez,NE-1,Niger
811,307,307,01-05-2020,Movements,Movements,quarantine,,,,NGOs actions,government actions,,,,,,Departures,,,,,,,,,,,764.0,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,NE-1-Agadez => Assamaka,19.0,22,0,N,5.0,48.0,0,E,NE-8-Niamey,13.0,30.0,31,N,2.0,6.0,40,E,,,,,,,,,,Tunisia,12-05-2020,Written press,French,Agadez,NE-1,Niger
812,307,307,01-05-2020,Health,Movements,quarantine,,,,NGOs actions,government actions,,,,,,Departures,,,,,,,,,,,764.0,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,NE-1-Agadez => Assamaka,19.0,22,0,N,5.0,48.0,0,E,NE-8-Niamey,13.0,30.0,31,N,2.0,6.0,40,E,,,,,,,,,,Tunisia,12-05-2020,Written press,French,Agadez,NE-1,Niger
813,307,307,01-05-2020,Social,Movements,quarantine,,,,NGOs actions,government actions,,,,,,Departures,,,,,,,,,,,764.0,,,,,,,,,,NE-1-Agadez,16.0,58.0,0,N,7.0,59,0,E,NE-1-Agadez => Assamaka,19.0,22,0,N,5.0,48.0,0,E,NE-8-Niamey,13.0,30.0,31,N,2.0,6.0,40,E,,,,,,,,,,Tunisia,12-05-2020,Written press,French,Agadez,NE-1,Niger
814,308,308,15-04-2020,,Social,,,,,government actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,LY-TB-Tarabulus,32.0,52,"30,68",N,13.0,11.0,"14,86",E,,,,,,,,,,,,,,,,,,,China,16-04-2020,Written press,French,Tunis,TN-11,Tunisia
815,308,308,15-04-2020,Social,Social,,,,,government actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,LY-TB-Tarabulus,32.0,52,"30,68",N,13.0,11.0,"14,86",E,,,,,,,,,,,,,,,,,,,China,16-04-2020,Written press,French,Tunis,TN-11,Tunisia
816,309,309,18-03-2020,,Security,,,,,government actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,23-03-2020,Written press,French,tripoli,LY-TB,Libya
817,309,309,18-03-2020,Security,Security,,,,,government actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,23-03-2020,Written press,French,tripoli,LY-TB,Libya
818,309,309,18-03-2020,Social,Security,,,,,government actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,23-03-2020,Written press,French,tripoli,LY-TB,Libya
819,310,310,19-03-2020,18-03-2020,Social,,,,,government actions,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,TN-82-Mdenine => Ben Gardane,33.0,8,20,N,11.0,13.0,0,E,LY-SB-Sabha,27.0,2.0,,N,14.0,26.0,,E,,,,,,,,,,Algrie ,22-03-2020,Written press,French,tripoli,LY-TB,Libya
820,310,310,19-03-2020,Social,Social,,,,,government actions,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,TN-82-Mdenine => Ben Gardane,33.0,8,20,N,11.0,13.0,0,E,LY-SB-Sabha,27.0,2.0,,N,14.0,26.0,,E,,,,,,,,,,Algrie ,22-03-2020,Written press,French,tripoli,LY-TB,Libya
821,311,311,,,Social,,,,,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soudan,05-05-2020,Radio,English,tripoli,LY-TB,Libya
822,311,311,,Social,Social,,,,,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soudan,05-05-2020,Radio,English,tripoli,LY-TB,Libya
823,312,312,,,Security,,,,,Details on lockdown,accomodation,,,,,,,,,,,,Armed clashes,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,29-04-2020,Written press,English,tripoli,LY-TB,Libya
824,312,312,,Security,Security,,,,,Details on lockdown,accomodation,,,,,,,,,,,,Armed clashes,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,29-04-2020,Written press,English,tripoli,LY-TB,Libya
825,312,312,,Social,Security,,,,,Details on lockdown,accomodation,,,,,,,,,,,,Armed clashes,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,29-04-2020,Written press,English,tripoli,LY-TB,Libya
826,313,313,07-05-2020,01-04-2020,Movements,,,,,NGOs actions,,,,,,,,,,,,,Armed clashes,Killings,,,,,,,24( 07/05/2020) / 280 ( 01/04/2020),,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,LY-MI-Misratah,32.0,22,40,N,15.0,5.0,"24,5",E,,,,,,,,,,,,,,,,,,,France,08-05-2020,Written press,French,tripoli,LY-TB,Libya
827,313,313,07-05-2020,Movements,Movements,,,,,NGOs actions,,,,,,,,,,,,,Armed clashes,Killings,,,,,,,24( 07/05/2020) / 280 ( 01/04/2020),,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,LY-MI-Misratah,32.0,22,40,N,15.0,5.0,"24,5",E,,,,,,,,,,,,,,,,,,,France,08-05-2020,Written press,French,tripoli,LY-TB,Libya
828,313,313,07-05-2020,Security,Movements,,,,,NGOs actions,,,,,,,,,,,,,Armed clashes,Killings,,,,,,,24( 07/05/2020) / 280 ( 01/04/2020),,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,LY-MI-Misratah,32.0,22,40,N,15.0,5.0,"24,5",E,,,,,,,,,,,,,,,,,,,France,08-05-2020,Written press,French,tripoli,LY-TB,Libya
829,313,313,07-05-2020,Social,Movements,,,,,NGOs actions,,,,,,,,,,,,,Armed clashes,Killings,,,,,,,24( 07/05/2020) / 280 ( 01/04/2020),,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,LY-MI-Misratah,32.0,22,40,N,15.0,5.0,"24,5",E,,,,,,,,,,,,,,,,,,,France,08-05-2020,Written press,French,tripoli,LY-TB,Libya
830,314,314,,,Social,,,,,government actions,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-NQ-An Nuqat al Khams => Ras Ajdir,33.0,8.0,"55,043",N,11.0,33,"32,044",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,11-03-2020,Written press,French,An Nuqat al Khams,LY-NQ,Libya
831,314,314,,Social,Social,,,,,government actions,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-NQ-An Nuqat al Khams => Ras Ajdir,33.0,8.0,"55,043",N,11.0,33,"32,044",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,11-03-2020,Written press,French,An Nuqat al Khams,LY-NQ,Libya
832,315,315,01-04-2020,,Movements,,,,,NGOs actions,,,,,,,deportation,,,,,,,,,,,,,,,,,,,,160,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,NE-8-Niamey,13.0,30,31,N,2.0,6.0,40,E,,,,,,,,,,,,,,,,,,,France,29-04-2020,Written press,French,tripoli,LY-TB,Libya
833,315,315,01-04-2020,Movements,Movements,,,,,NGOs actions,,,,,,,deportation,,,,,,,,,,,,,,,,,,,,160,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,NE-8-Niamey,13.0,30,31,N,2.0,6.0,40,E,,,,,,,,,,,,,,,,,,,France,29-04-2020,Written press,French,tripoli,LY-TB,Libya
834,315,315,01-04-2020,Social,Movements,,,,,NGOs actions,,,,,,,deportation,,,,,,,,,,,,,,,,,,,,160,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,NE-8-Niamey,13.0,30,31,N,2.0,6.0,40,E,,,,,,,,,,,,,,,,,,,France,29-04-2020,Written press,French,tripoli,LY-TB,Libya
835,316,316,27-04-2020,28-04-2020,Social,,,,,NGOs actions,government actions,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,29-04-2020,Written press,French,tripoli,LY-TB,Libya
836,316,316,27-04-2020,Social,Social,,,,,NGOs actions,government actions,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,29-04-2020,Written press,French,tripoli,LY-TB,Libya
837,317,317,29-06-2020,19-06-2020,Movements,,,,,,,,,,,,Rescued at sea,deportation ,,,,,,,,,,,,,43(29/06/2020)   /   67(19/06/2020)                ,,,,,,93,LY-NQ-An Nuqat al Khams => Zuwara,32.0,56.0,,N,12.0,5,,E,IT-82-Sicilia,37.0,35,"59,85",N,14.0,0.0,"55,36",E,,,,,,,,,,,,,,,,,,,France,29-06-2020,Written press,French,An Nuqat al Khams,LY-NQ,Libya
838,317,317,29-06-2020,Movements,Movements,,,,,,,,,,,,Rescued at sea,deportation ,,,,,,,,,,,,,43(29/06/2020)   /   67(19/06/2020)                ,,,,,,93,LY-NQ-An Nuqat al Khams => Zuwara,32.0,56.0,,N,12.0,5,,E,IT-82-Sicilia,37.0,35,"59,85",N,14.0,0.0,"55,36",E,,,,,,,,,,,,,,,,,,,France,29-06-2020,Written press,French,An Nuqat al Khams,LY-NQ,Libya
839,318,318,25-06-2020,28-06-2020,Movements,,,,,NGOs actions,,,,,,,Deportation,Rescued at sea,,,,,,,,,,,,,184( 28/06/2020)    118,,,,,,363,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15,52,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,29-06-2020,Written press,French,Al Marqab,LY-MB,Libya
840,318,318,25-06-2020,Movements,Movements,,,,,NGOs actions,,,,,,,Deportation,Rescued at sea,,,,,,,,,,,,,184( 28/06/2020)    118,,,,,,363,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15,52,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,29-06-2020,Written press,French,Al Marqab,LY-MB,Libya
841,318,318,25-06-2020,Social,Movements,,,,,NGOs actions,,,,,,,Deportation,Rescued at sea,,,,,,,,,,,,,184( 28/06/2020)    118,,,,,,363,LY-MB-Al Marqab => Khoms,32.0,38.0,59,N,14.0,15,52,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,29-06-2020,Written press,French,Al Marqab,LY-MB,Libya
842,319,319,24-05-2020,01-04-2020,Movements,,,,,OSC actions,,,,,,,Arrival by sea,,,,,,,,,,,,,,800,400,,,,,,IT-82-Sicilia,37.0,35.0,"59,85",N,14.0,0,"55,36",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,03-06-2020,Written press,French,Sicilia,IT-82,Italy
843,319,319,24-05-2020,Movements,Movements,,,,,OSC actions,,,,,,,Arrival by sea,,,,,,,,,,,,,,800,400,,,,,,IT-82-Sicilia,37.0,35.0,"59,85",N,14.0,0,"55,36",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,03-06-2020,Written press,French,Sicilia,IT-82,Italy
844,320,320,2020-04-16,2020-04-19,Health,risk of infections,access to health care,,,OSC actions,government actions,accomodation,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-04-20,Radio,French,Tunis,TN-11,Tunisia
845,320,320,2020-04-16,Health,Health,risk of infections,access to health care,,,OSC actions,government actions,accomodation,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-04-20,Radio,French,Tunis,TN-11,Tunisia
846,320,320,2020-04-16,Social,Health,risk of infections,access to health care,,,OSC actions,government actions,accomodation,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,2020-04-20,Radio,French,Tunis,TN-11,Tunisia
847,321,321,,,Movements,,,,,OSC actions,,,,,,,Dying when crossing borders,,,,,,,,,,,,,20.0,,,,,,,,NE-1-Agadez => Madama,21.0,56.0,"57,811",N,13.0,39,"5,465",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,International,31-05-2020,Written press,French,Agadez,NE-1,Niger
848,321,321,,Movements,Movements,,,,,OSC actions,,,,,,,Dying when crossing borders,,,,,,,,,,,,,20.0,,,,,,,,NE-1-Agadez => Madama,21.0,56.0,"57,811",N,13.0,39,"5,465",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,International,31-05-2020,Written press,French,Agadez,NE-1,Niger
849,321,321,,Social,Movements,,,,,OSC actions,,,,,,,Dying when crossing borders,,,,,,,,,,,,,20.0,,,,,,,,NE-1-Agadez => Madama,21.0,56.0,"57,811",N,13.0,39,"5,465",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,International,31-05-2020,Written press,French,Agadez,NE-1,Niger
850,322,322,08-07-2020,21-06-2020,Social,quarantine,infections,,,government actions,,,,,,,Rescued at sea,,,,,,,,,,28.0,200.0,,,200,,,,,,300,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,IT-82-Sicilia,37.0,35,"59,85",N,14.0,0.0,"55,36",E,,,,,,,,,,,,,,,,,,,France,09-07-2020,Written press,French,tripoli,LY-TB,Libya
851,322,322,08-07-2020,Social,Social,quarantine,infections,,,government actions,,,,,,,Rescued at sea,,,,,,,,,,28.0,200.0,,,200,,,,,,300,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,IT-82-Sicilia,37.0,35,"59,85",N,14.0,0.0,"55,36",E,,,,,,,,,,,,,,,,,,,France,09-07-2020,Written press,French,tripoli,LY-TB,Libya
852,322,322,08-07-2020,Health,Social,quarantine,infections,,,government actions,,,,,,,Rescued at sea,,,,,,,,,,28.0,200.0,,,200,,,,,,300,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,IT-82-Sicilia,37.0,35,"59,85",N,14.0,0.0,"55,36",E,,,,,,,,,,,,,,,,,,,France,09-07-2020,Written press,French,tripoli,LY-TB,Libya
853,322,322,08-07-2020,Movements,Social,quarantine,infections,,,government actions,,,,,,,Rescued at sea,,,,,,,,,,28.0,200.0,,,200,,,,,,300,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,IT-82-Sicilia,37.0,35,"59,85",N,14.0,0.0,"55,36",E,,,,,,,,,,,,,,,,,,,France,09-07-2020,Written press,French,tripoli,LY-TB,Libya
854,323,323,24-05-2020,25-05-2020,Movements,,,,,,,,,,,,Deportation ,,,,,,,,,,,,,,,,,,,,317(24/05/2020) / 70( 25/05/2020) ,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isral,26-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
855,323,323,24-05-2020,Movements,Movements,,,,,,,,,,,,Deportation ,,,,,,,,,,,,,,,,,,,,317(24/05/2020) / 70( 25/05/2020) ,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isral,26-05-2020,Written press,Arabic,tripoli,LY-TB,Libya
856,324,324,23-05-2020,,Social,quarantine,,,,NGOs actions,accomodation,,,,,,Rescued when crossing borders,,,,,,,,,,,,,,250,,,,,,,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,,,,,,,,,,,,,,,,,,,France,26-05-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
857,324,324,23-05-2020,Social,Social,quarantine,,,,NGOs actions,accomodation,,,,,,Rescued when crossing borders,,,,,,,,,,,,,,250,,,,,,,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,,,,,,,,,,,,,,,,,,,France,26-05-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
858,324,324,23-05-2020,Movements,Social,quarantine,,,,NGOs actions,accomodation,,,,,,Rescued when crossing borders,,,,,,,,,,,,,,250,,,,,,,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,,,,,,,,,,,,,,,,,,,France,26-05-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
859,324,324,23-05-2020,Health,Social,quarantine,,,,NGOs actions,accomodation,,,,,,Rescued when crossing borders,,,,,,,,,,,,,,250,,,,,,,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,NE-1-Agadez => Madama,21.0,56,"57,811",N,13.0,39.0,"5,465",E,,,,,,,,,,,,,,,,,,,France,26-05-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
860,325,325,25-05-2020,,Movements,,,,,NGOs actions,,,,,,,Dying in sea,Deportation,Rescued at sea,,,,,,,,,,2,,85,,,,,,315,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,LY-NQ-An Nuqat al Khams => Zuwara,32.0,56,0,N,12.0,5.0,0,E,,,,,,,,,,,,,,,,,,,France,26-05-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
861,325,325,25-05-2020,Movements,Movements,,,,,NGOs actions,,,,,,,Dying in sea,Deportation,Rescued at sea,,,,,,,,,,2,,85,,,,,,315,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,LY-NQ-An Nuqat al Khams => Zuwara,32.0,56,0,N,12.0,5.0,0,E,,,,,,,,,,,,,,,,,,,France,26-05-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
862,325,325,25-05-2020,Social,Movements,,,,,NGOs actions,,,,,,,Dying in sea,Deportation,Rescued at sea,,,,,,,,,,2,,85,,,,,,315,LY-ZA-Az Zawiyah,32.0,45.0,16,N,12.0,43,47,E,LY-NQ-An Nuqat al Khams => Zuwara,32.0,56,0,N,12.0,5.0,0,E,,,,,,,,,,,,,,,,,,,France,26-05-2020,Written press,Arabic,Az Zawiyah,LY-ZA,Libya
863,326,326,08-07-2020,29-06-2020,Movements,,,,,NGOs actions,,,,,,,Deportation ,Dying in sea,,,,,,,,,,,7,,299,,,,,,18,LY-TB-Tarabulus,32.0,52.0,"30,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,09-07-2020,Written press,Arabic,tripoli,LY-TB,Libya
